"TIME","GEO","UNIT","MOT_NRG","Value","Flag and Footnotes"
"2016","Ireland","Number","Petroleum products","41,160",""
"2016","Ireland","Number","Liquefied petroleum gases (LPG)",":",""
"2016","Ireland","Number","Diesel","105,257",""
"2016","Ireland","Number","Natural Gas",":",""
"2016","Ireland","Number","Electricity","402",""
"2016","Ireland","Number","Alternative Energy","3,346",""
"2016","Ireland","Number","Petrol (excluding hybrids)  ",":",""
"2016","Ireland","Number","Hybrid electric-petrol",":",""
"2016","Ireland","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Ireland","Number","Diesel (excluding hybrids)  ",":",""
"2016","Ireland","Number","Hybrid diesel-electric",":",""
"2016","Ireland","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Ireland","Number","Hydrogen and fuel cells ",":",""
"2016","Ireland","Number","Bioethanol",":",""
"2016","Ireland","Number","Biodiesel",":",""
"2016","Ireland","Number","Bi-fuel",":",""
"2016","Ireland","Number","Other","2,944",""
"2016","Spain","Number","Petroleum products","509,247",""
"2016","Spain","Number","Liquefied petroleum gases (LPG)","1,445",""
"2016","Spain","Number","Diesel","715,543",""
"2016","Spain","Number","Natural Gas","405",""
"2016","Spain","Number","Electricity","3,414",""
"2016","Spain","Number","Alternative Energy","5,314",""
"2016","Spain","Number","Petrol (excluding hybrids)  ","478,822",""
"2016","Spain","Number","Hybrid electric-petrol","30,407",""
"2016","Spain","Number","Plug-in hybrid petrol-electric  ","18",""
"2016","Spain","Number","Diesel (excluding hybrids)  ","715,467",""
"2016","Spain","Number","Hybrid diesel-electric","66",""
"2016","Spain","Number","Plug-in hybrid diesel-electric  ","10",""
"2016","Spain","Number","Hydrogen and fuel cells ","2",""
"2016","Spain","Number","Bioethanol",":",""
"2016","Spain","Number","Biodiesel","1",""
"2016","Spain","Number","Bi-fuel",":",""
"2016","Spain","Number","Other","47",""
"2016","France","Number","Petroleum products","928,357",""
"2016","France","Number","Liquefied petroleum gases (LPG)","47",""
"2016","France","Number","Diesel","1,032,695",""
"2016","France","Number","Natural Gas","10",""
"2016","France","Number","Electricity","21,758",""
"2016","France","Number","Alternative Energy","23,419",""
"2016","France","Number","Petrol (excluding hybrids)  ","874,838",""
"2016","France","Number","Hybrid electric-petrol","46,301",""
"2016","France","Number","Plug-in hybrid petrol-electric  ","7,218",""
"2016","France","Number","Diesel (excluding hybrids)  ","1,027,912",""
"2016","France","Number","Hybrid diesel-electric","4,522",""
"2016","France","Number","Plug-in hybrid diesel-electric  ","261",""
"2016","France","Number","Hydrogen and fuel cells ","9",""
"2016","France","Number","Bioethanol","1,062",""
"2016","France","Number","Biodiesel",":",""
"2016","France","Number","Bi-fuel","450",""
"2016","France","Number","Other","83",""
"2016","Croatia","Number","Petroleum products","20,490",""
"2016","Croatia","Number","Liquefied petroleum gases (LPG)","2",""
"2016","Croatia","Number","Diesel","74,421",""
"2016","Croatia","Number","Natural Gas","2",""
"2016","Croatia","Number","Electricity","66",""
"2016","Croatia","Number","Alternative Energy","1,544",""
"2016","Croatia","Number","Petrol (excluding hybrids)  ","20,490",""
"2016","Croatia","Number","Hybrid electric-petrol",":",""
"2016","Croatia","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Croatia","Number","Diesel (excluding hybrids)  ","74,421",""
"2016","Croatia","Number","Hybrid diesel-electric",":",""
"2016","Croatia","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Croatia","Number","Hydrogen and fuel cells ",":",""
"2016","Croatia","Number","Bioethanol",":",""
"2016","Croatia","Number","Biodiesel",":",""
"2016","Croatia","Number","Bi-fuel","973",""
"2016","Croatia","Number","Other","501",""
"2016","Italy","Number","Petroleum products",":",""
"2016","Italy","Number","Liquefied petroleum gases (LPG)",":",""
"2016","Italy","Number","Diesel",":",""
"2016","Italy","Number","Natural Gas",":",""
"2016","Italy","Number","Electricity",":",""
"2016","Italy","Number","Alternative Energy","146,790",""
"2016","Italy","Number","Petrol (excluding hybrids)  ","643,165",""
"2016","Italy","Number","Hybrid electric-petrol",":",""
"2016","Italy","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Italy","Number","Diesel (excluding hybrids)  ","1,058,886",""
"2016","Italy","Number","Hybrid diesel-electric",":",""
"2016","Italy","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Italy","Number","Hydrogen and fuel cells ",":",""
"2016","Italy","Number","Bioethanol",":",""
"2016","Italy","Number","Biodiesel",":",""
"2016","Italy","Number","Bi-fuel",":",""
"2016","Italy","Number","Other",":",""
"2016","Cyprus","Number","Petroleum products","17,590",""
"2016","Cyprus","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Cyprus","Number","Diesel","10,344",""
"2016","Cyprus","Number","Natural Gas","0",""
"2016","Cyprus","Number","Electricity","22",""
"2016","Cyprus","Number","Alternative Energy","22",""
"2016","Cyprus","Number","Petrol (excluding hybrids)  ","16,844",""
"2016","Cyprus","Number","Hybrid electric-petrol","746",""
"2016","Cyprus","Number","Plug-in hybrid petrol-electric  ","0",""
"2016","Cyprus","Number","Diesel (excluding hybrids)  ","10,344",""
"2016","Cyprus","Number","Hybrid diesel-electric","0",""
"2016","Cyprus","Number","Plug-in hybrid diesel-electric  ","0",""
"2016","Cyprus","Number","Hydrogen and fuel cells ","0",""
"2016","Cyprus","Number","Bioethanol","0",""
"2016","Cyprus","Number","Biodiesel","0",""
"2016","Cyprus","Number","Bi-fuel","0",""
"2016","Cyprus","Number","Other","0",""
"2016","Latvia","Number","Petroleum products","9,381",""
"2016","Latvia","Number","Liquefied petroleum gases (LPG)","77",""
"2016","Latvia","Number","Diesel","7,287",""
"2016","Latvia","Number","Natural Gas","4","d"
"2016","Latvia","Number","Electricity","19",""
"2016","Latvia","Number","Alternative Energy","100",""
"2016","Latvia","Number","Petrol (excluding hybrids)  ","9,363",""
"2016","Latvia","Number","Hybrid electric-petrol","18",""
"2016","Latvia","Number","Plug-in hybrid petrol-electric  ","0",""
"2016","Latvia","Number","Diesel (excluding hybrids)  ","7,287",""
"2016","Latvia","Number","Hybrid diesel-electric","0",""
"2016","Latvia","Number","Plug-in hybrid diesel-electric  ","0",""
"2016","Latvia","Number","Hydrogen and fuel cells ","0",""
"2016","Latvia","Number","Bioethanol","0",""
"2016","Latvia","Number","Biodiesel","0",""
"2016","Latvia","Number","Bi-fuel","0",""
"2016","Latvia","Number","Other","0",""
"2016","Lithuania","Number","Petroleum products","36,296",""
"2016","Lithuania","Number","Liquefied petroleum gases (LPG)","25",""
"2016","Lithuania","Number","Diesel","100,495",""
"2016","Lithuania","Number","Natural Gas","0",""
"2016","Lithuania","Number","Electricity","202",""
"2016","Lithuania","Number","Alternative Energy","3,080",""
"2016","Lithuania","Number","Petrol (excluding hybrids)  ","34,511",""
"2016","Lithuania","Number","Hybrid electric-petrol",":",""
"2016","Lithuania","Number","Plug-in hybrid petrol-electric  ","1,785",""
"2016","Lithuania","Number","Diesel (excluding hybrids)  ","100,484",""
"2016","Lithuania","Number","Hybrid diesel-electric",":",""
"2016","Lithuania","Number","Plug-in hybrid diesel-electric  ","11",""
"2016","Lithuania","Number","Hydrogen and fuel cells ","0",""
"2016","Lithuania","Number","Bioethanol","0",""
"2016","Lithuania","Number","Biodiesel","0",""
"2016","Lithuania","Number","Bi-fuel","0",""
"2016","Lithuania","Number","Other","2,853",""
"2016","Hungary","Number","Petroleum products","122,444","d"
"2016","Hungary","Number","Liquefied petroleum gases (LPG)","1",""
"2016","Hungary","Number","Diesel","110,271","d"
"2016","Hungary","Number","Natural Gas","130","d"
"2016","Hungary","Number","Electricity","453",""
"2016","Hungary","Number","Alternative Energy","5,940","d"
"2016","Hungary","Number","Petrol (excluding hybrids)  ","122,444",""
"2016","Hungary","Number","Hybrid electric-petrol","0",""
"2016","Hungary","Number","Plug-in hybrid petrol-electric  ","0",""
"2016","Hungary","Number","Diesel (excluding hybrids)  ","110,271",""
"2016","Hungary","Number","Hybrid diesel-electric","0",""
"2016","Hungary","Number","Plug-in hybrid diesel-electric  ","0",""
"2016","Hungary","Number","Hydrogen and fuel cells ","0",""
"2016","Hungary","Number","Bioethanol","0",""
"2016","Hungary","Number","Biodiesel","1",""
"2016","Hungary","Number","Bi-fuel","1,163",""
"2016","Hungary","Number","Other","4,192","d"
"2016","Malta","Number","Petroleum products","11,176",""
"2016","Malta","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Malta","Number","Diesel","5,451",""
"2016","Malta","Number","Natural Gas","1",""
"2016","Malta","Number","Electricity","31",""
"2016","Malta","Number","Alternative Energy","87",""
"2016","Malta","Number","Petrol (excluding hybrids)  ","11,022",""
"2016","Malta","Number","Hybrid electric-petrol","154",""
"2016","Malta","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Malta","Number","Diesel (excluding hybrids)  ","5,446",""
"2016","Malta","Number","Hybrid diesel-electric","5",""
"2016","Malta","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Malta","Number","Hydrogen and fuel cells ","0",""
"2016","Malta","Number","Bioethanol","0",""
"2016","Malta","Number","Biodiesel","0",""
"2016","Malta","Number","Bi-fuel","53",""
"2016","Malta","Number","Other","0",""
"2016","Netherlands","Number","Petroleum products","304,645",""
"2016","Netherlands","Number","Liquefied petroleum gases (LPG)","860",""
"2016","Netherlands","Number","Diesel","72,356",""
"2016","Netherlands","Number","Natural Gas","658",""
"2016","Netherlands","Number","Electricity","0",""
"2016","Netherlands","Number","Alternative Energy","5,514",""
"2016","Netherlands","Number","Petrol (excluding hybrids)  ",":",""
"2016","Netherlands","Number","Hybrid electric-petrol","29,916",""
"2016","Netherlands","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Netherlands","Number","Diesel (excluding hybrids)  ",":",""
"2016","Netherlands","Number","Hybrid diesel-electric",":",""
"2016","Netherlands","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Netherlands","Number","Hydrogen and fuel cells ","7",""
"2016","Netherlands","Number","Bioethanol","0",""
"2016","Netherlands","Number","Biodiesel","0",""
"2016","Netherlands","Number","Bi-fuel","0",""
"2016","Netherlands","Number","Other","3,989",""
"2016","Austria","Number","Petroleum products","136,148",""
"2016","Austria","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Austria","Number","Diesel","189,139",""
"2016","Austria","Number","Natural Gas","119",""
"2016","Austria","Number","Electricity","3,826",""
"2016","Austria","Number","Alternative Energy","4,317",""
"2016","Austria","Number","Petrol (excluding hybrids)  ","131,756",""
"2016","Austria","Number","Hybrid electric-petrol","3,305","d"
"2016","Austria","Number","Plug-in hybrid petrol-electric  ","1,087",""
"2016","Austria","Number","Diesel (excluding hybrids)  ","188,820",""
"2016","Austria","Number","Hybrid diesel-electric","169","d"
"2016","Austria","Number","Plug-in hybrid diesel-electric  ","150",""
"2016","Austria","Number","Hydrogen and fuel cells ","5",""
"2016","Austria","Number","Bioethanol",":",""
"2016","Austria","Number","Biodiesel",":",""
"2016","Austria","Number","Bi-fuel","367",""
"2016","Austria","Number","Other","0",""
"2016","Poland","Number","Petroleum products","718,969",""
"2016","Poland","Number","Liquefied petroleum gases (LPG)","104,515",""
"2016","Poland","Number","Diesel","530,548",""
"2016","Poland","Number","Natural Gas","349",""
"2016","Poland","Number","Electricity","6,847",""
"2016","Poland","Number","Alternative Energy","111,753",""
"2016","Poland","Number","Petrol (excluding hybrids)  ","718,952",""
"2016","Poland","Number","Hybrid electric-petrol",":",""
"2016","Poland","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Poland","Number","Diesel (excluding hybrids)  ","530,548",""
"2016","Poland","Number","Hybrid diesel-electric",":",""
"2016","Poland","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Poland","Number","Hydrogen and fuel cells ","16",""
"2016","Poland","Number","Bioethanol","2",""
"2016","Poland","Number","Biodiesel","0",""
"2016","Poland","Number","Bi-fuel","0",""
"2016","Poland","Number","Other","24",""
"2016","Portugal","Number","Petroleum products",":",""
"2016","Portugal","Number","Liquefied petroleum gases (LPG)",":",""
"2016","Portugal","Number","Diesel",":",""
"2016","Portugal","Number","Natural Gas",":",""
"2016","Portugal","Number","Electricity",":",""
"2016","Portugal","Number","Alternative Energy",":",""
"2016","Portugal","Number","Petrol (excluding hybrids)  ",":",""
"2016","Portugal","Number","Hybrid electric-petrol",":",""
"2016","Portugal","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Portugal","Number","Diesel (excluding hybrids)  ",":",""
"2016","Portugal","Number","Hybrid diesel-electric",":",""
"2016","Portugal","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Portugal","Number","Hydrogen and fuel cells ",":",""
"2016","Portugal","Number","Bioethanol",":",""
"2016","Portugal","Number","Biodiesel",":",""
"2016","Portugal","Number","Bi-fuel",":",""
"2016","Portugal","Number","Other",":",""
"2016","Romania","Number","Petroleum products",":",""
"2016","Romania","Number","Liquefied petroleum gases (LPG)",":",""
"2016","Romania","Number","Diesel",":",""
"2016","Romania","Number","Natural Gas",":",""
"2016","Romania","Number","Electricity",":",""
"2016","Romania","Number","Alternative Energy",":",""
"2016","Romania","Number","Petrol (excluding hybrids)  ",":",""
"2016","Romania","Number","Hybrid electric-petrol",":",""
"2016","Romania","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Romania","Number","Diesel (excluding hybrids)  ",":",""
"2016","Romania","Number","Hybrid diesel-electric",":",""
"2016","Romania","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Romania","Number","Hydrogen and fuel cells ",":",""
"2016","Romania","Number","Bioethanol",":",""
"2016","Romania","Number","Biodiesel",":",""
"2016","Romania","Number","Bi-fuel",":",""
"2016","Romania","Number","Other",":",""
"2016","Slovenia","Number","Petroleum products","31,429",""
"2016","Slovenia","Number","Liquefied petroleum gases (LPG)","290",""
"2016","Slovenia","Number","Diesel","32,589",""
"2016","Slovenia","Number","Natural Gas","9",""
"2016","Slovenia","Number","Electricity","151",""
"2016","Slovenia","Number","Alternative Energy","881",""
"2016","Slovenia","Number","Petrol (excluding hybrids)  ","31,429",""
"2016","Slovenia","Number","Hybrid electric-petrol",":",""
"2016","Slovenia","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Slovenia","Number","Diesel (excluding hybrids)  ","32,589",""
"2016","Slovenia","Number","Hybrid diesel-electric",":",""
"2016","Slovenia","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Slovenia","Number","Hydrogen and fuel cells ",":",""
"2016","Slovenia","Number","Bioethanol",":",""
"2016","Slovenia","Number","Biodiesel",":",""
"2016","Slovenia","Number","Bi-fuel",":",""
"2016","Slovenia","Number","Other","431",""
"2016","Finland","Number","Petroleum products","79,042",""
"2016","Finland","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Finland","Number","Diesel","39,556",""
"2016","Finland","Number","Natural Gas","38",""
"2016","Finland","Number","Electricity","223",""
"2016","Finland","Number","Alternative Energy","402",""
"2016","Finland","Number","Petrol (excluding hybrids)  ","73,258",""
"2016","Finland","Number","Hybrid electric-petrol","4,668",""
"2016","Finland","Number","Plug-in hybrid petrol-electric  ","1,116",""
"2016","Finland","Number","Diesel (excluding hybrids)  ","39,452",""
"2016","Finland","Number","Hybrid diesel-electric","11",""
"2016","Finland","Number","Plug-in hybrid diesel-electric  ","93",""
"2016","Finland","Number","Hydrogen and fuel cells ","0",""
"2016","Finland","Number","Bioethanol","14",""
"2016","Finland","Number","Biodiesel","0",""
"2016","Finland","Number","Bi-fuel","127",""
"2016","Finland","Number","Other","0",""
"2016","Sweden","Number","Petroleum products","177,903",""
"2016","Sweden","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Sweden","Number","Diesel","202,383",""
"2016","Sweden","Number","Natural Gas","499",""
"2016","Sweden","Number","Electricity","2,993",""
"2016","Sweden","Number","Alternative Energy","7,711",""
"2016","Sweden","Number","Petrol (excluding hybrids)  ","155,318",""
"2016","Sweden","Number","Hybrid electric-petrol","13,621",""
"2016","Sweden","Number","Plug-in hybrid petrol-electric  ","8,964",""
"2016","Sweden","Number","Diesel (excluding hybrids)  ","201,040",""
"2016","Sweden","Number","Hybrid diesel-electric","17",""
"2016","Sweden","Number","Plug-in hybrid diesel-electric  ","1,326",""
"2016","Sweden","Number","Hydrogen and fuel cells ","19",""
"2016","Sweden","Number","Bioethanol","1",""
"2016","Sweden","Number","Biodiesel","0",""
"2016","Sweden","Number","Bi-fuel","3,311",""
"2016","Sweden","Number","Other","888",""
"2016","United Kingdom","Number","Petroleum products","1,390,355","d"
"2016","United Kingdom","Number","Liquefied petroleum gases (LPG)",":",""
"2016","United Kingdom","Number","Diesel","1,264,307","d"
"2016","United Kingdom","Number","Natural Gas","33","d"
"2016","United Kingdom","Number","Electricity","10,544","d"
"2016","United Kingdom","Number","Alternative Energy","10,589","d"
"2016","United Kingdom","Number","Petrol (excluding hybrids)  ","1,313,385","d"
"2016","United Kingdom","Number","Hybrid electric-petrol","76,970","d"
"2016","United Kingdom","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","United Kingdom","Number","Diesel (excluding hybrids)  ","1,262,512","d"
"2016","United Kingdom","Number","Hybrid diesel-electric","1,795","d"
"2016","United Kingdom","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","United Kingdom","Number","Hydrogen and fuel cells ","7","d"
"2016","United Kingdom","Number","Bioethanol",":",""
"2016","United Kingdom","Number","Biodiesel",":",""
"2016","United Kingdom","Number","Bi-fuel","29",""
"2016","United Kingdom","Number","Other","2","d"
"2016","Liechtenstein","Number","Petroleum products","951",""
"2016","Liechtenstein","Number","Liquefied petroleum gases (LPG)","1",""
"2016","Liechtenstein","Number","Diesel","985",""
"2016","Liechtenstein","Number","Natural Gas","0",""
"2016","Liechtenstein","Number","Electricity","46",""
"2016","Liechtenstein","Number","Alternative Energy","48",""
"2016","Liechtenstein","Number","Petrol (excluding hybrids)  ","889",""
"2016","Liechtenstein","Number","Hybrid electric-petrol","62",""
"2016","Liechtenstein","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Liechtenstein","Number","Diesel (excluding hybrids)  ","984",""
"2016","Liechtenstein","Number","Hybrid diesel-electric","1",""
"2016","Liechtenstein","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Liechtenstein","Number","Hydrogen and fuel cells ","0",""
"2016","Liechtenstein","Number","Bioethanol","0",""
"2016","Liechtenstein","Number","Biodiesel","0",""
"2016","Liechtenstein","Number","Bi-fuel","1",""
"2016","Liechtenstein","Number","Other","0",""
"2016","Norway","Number","Petroleum products","86,537",""
"2016","Norway","Number","Liquefied petroleum gases (LPG)",":",""
"2016","Norway","Number","Diesel","56,095",""
"2016","Norway","Number","Natural Gas","5",""
"2016","Norway","Number","Electricity","28,965",""
"2016","Norway","Number","Alternative Energy","29,001",""
"2016","Norway","Number","Petrol (excluding hybrids)  ","47,290",""
"2016","Norway","Number","Hybrid electric-petrol","18,022",""
"2016","Norway","Number","Plug-in hybrid petrol-electric  ","21,225",""
"2016","Norway","Number","Diesel (excluding hybrids)  ","54,835",""
"2016","Norway","Number","Hybrid diesel-electric","95",""
"2016","Norway","Number","Plug-in hybrid diesel-electric  ","1,165",""
"2016","Norway","Number","Hydrogen and fuel cells ","23",""
"2016","Norway","Number","Bioethanol",":",""
"2016","Norway","Number","Biodiesel",":",""
"2016","Norway","Number","Bi-fuel",":",""
"2016","Norway","Number","Other","8",""
"2016","Switzerland","Number","Petroleum products","188,600",""
"2016","Switzerland","Number","Liquefied petroleum gases (LPG)","0",""
"2016","Switzerland","Number","Diesel","125,600",""
"2016","Switzerland","Number","Natural Gas","200",""
"2016","Switzerland","Number","Electricity","3,500",""
"2016","Switzerland","Number","Alternative Energy","4,500",""
"2016","Switzerland","Number","Petrol (excluding hybrids)  ","178,700",""
"2016","Switzerland","Number","Hybrid electric-petrol","9,900","d"
"2016","Switzerland","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Switzerland","Number","Diesel (excluding hybrids)  ","125,000",""
"2016","Switzerland","Number","Hybrid diesel-electric","600","d"
"2016","Switzerland","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Switzerland","Number","Hydrogen and fuel cells ","0",""
"2016","Switzerland","Number","Bioethanol","0",""
"2016","Switzerland","Number","Biodiesel","0",""
"2016","Switzerland","Number","Bi-fuel","700",""
"2016","Switzerland","Number","Other","100",""
"2016","North Macedonia","Number","Petroleum products",":",""
"2016","North Macedonia","Number","Liquefied petroleum gases (LPG)",":",""
"2016","North Macedonia","Number","Diesel",":",""
"2016","North Macedonia","Number","Natural Gas",":",""
"2016","North Macedonia","Number","Electricity",":",""
"2016","North Macedonia","Number","Alternative Energy",":",""
"2016","North Macedonia","Number","Petrol (excluding hybrids)  ",":",""
"2016","North Macedonia","Number","Hybrid electric-petrol",":",""
"2016","North Macedonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","North Macedonia","Number","Diesel (excluding hybrids)  ",":",""
"2016","North Macedonia","Number","Hybrid diesel-electric",":",""
"2016","North Macedonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","North Macedonia","Number","Hydrogen and fuel cells ",":",""
"2016","North Macedonia","Number","Bioethanol",":",""
"2016","North Macedonia","Number","Biodiesel",":",""
"2016","North Macedonia","Number","Bi-fuel",":",""
"2016","North Macedonia","Number","Other",":",""
"2016","Turkey","Number","Petroleum products","271,453",""
"2016","Turkey","Number","Liquefied petroleum gases (LPG)","13,715",""
"2016","Turkey","Number","Diesel","460,829",""
"2016","Turkey","Number","Natural Gas",":",""
"2016","Turkey","Number","Electricity","77",""
"2016","Turkey","Number","Alternative Energy","13,792",""
"2016","Turkey","Number","Petrol (excluding hybrids)  ","271,315",""
"2016","Turkey","Number","Hybrid electric-petrol","138",""
"2016","Turkey","Number","Plug-in hybrid petrol-electric  ",":",""
"2016","Turkey","Number","Diesel (excluding hybrids)  ","460,781",""
"2016","Turkey","Number","Hybrid diesel-electric","48",""
"2016","Turkey","Number","Plug-in hybrid diesel-electric  ",":",""
"2016","Turkey","Number","Hydrogen and fuel cells ",":",""
"2016","Turkey","Number","Bioethanol",":",""
"2016","Turkey","Number","Biodiesel",":",""
"2016","Turkey","Number","Bi-fuel",":",""
"2016","Turkey","Number","Other",":",""
"2017","Belgium","Number","Petroleum products","288,484",""
"2017","Belgium","Number","Liquefied petroleum gases (LPG)","2",""
"2017","Belgium","Number","Diesel","259,790",""
"2017","Belgium","Number","Natural Gas","741",""
"2017","Belgium","Number","Electricity","2,717",""
"2017","Belgium","Number","Alternative Energy","5,418",""
"2017","Belgium","Number","Petrol (excluding hybrids)  ","265,026",""
"2017","Belgium","Number","Hybrid electric-petrol","23,458",""
"2017","Belgium","Number","Plug-in hybrid petrol-electric  ",":",""
"2017","Belgium","Number","Diesel (excluding hybrids)  ","258,956",""
"2017","Belgium","Number","Hybrid diesel-electric","834",""
"2017","Belgium","Number","Plug-in hybrid diesel-electric  ",":",""
"2017","Belgium","Number","Hydrogen and fuel cells ",":",""
"2017","Belgium","Number","Bioethanol",":",""
"2017","Belgium","Number","Biodiesel",":",""
"2017","Belgium","Number","Bi-fuel",":",""
"2017","Belgium","Number","Other","1,958",""
"2017","Denmark","Number","Petroleum products","142,607",""
"2017","Denmark","Number","Liquefied petroleum gases (LPG)",":",""
"2017","Denmark","Number","Diesel","77,495",""
"2017","Denmark","Number","Natural Gas",":",""
"2017","Denmark","Number","Electricity",":",""
"2017","Denmark","Number","Alternative Energy",":",""
"2017","Denmark","Number","Petrol (excluding hybrids)  ",":",""
"2017","Denmark","Number","Hybrid electric-petrol",":",""
"2017","Denmark","Number","Plug-in hybrid petrol-electric  ",":",""
"2017","Denmark","Number","Diesel (excluding hybrids)  ",":",""
"2017","Denmark","Number","Hybrid diesel-electric",":",""
"2017","Denmark","Number","Plug-in hybrid diesel-electric  ",":",""
"2017","Denmark","Number","Hydrogen and fuel cells ",":",""
"2017","Denmark","Number","Bioethanol",":",""
"2017","Denmark","Number","Biodiesel",":",""
"2017","Denmark","Number","Bi-fuel",":",""
"2017","Denmark","Number","Other",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Petroleum products","1,986,488",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Liquefied petroleum gases (LPG)","4,400",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Diesel","1,336,776",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Natural Gas","3,723",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Electricity","25,056",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Alternative Energy","143,474",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Petrol (excluding hybrids)  ",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hybrid electric-petrol",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid petrol-electric  ",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Diesel (excluding hybrids)  ",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hybrid diesel-electric",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Plug-in hybrid diesel-electric  ",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Hydrogen and fuel cells ",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Bioethanol",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Biodiesel",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Bi-fuel",":",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Other","114,255",""
"2017","Estonia","Number","Petroleum products","19,177",""
"2017","Estonia","Number","Liquefied petroleum gases (LPG)","0",""
"2017","Estonia","Number","Diesel","6,409",""
"2017","Estonia","Number","Natural Gas","9",""
"2017","Estonia","Number","Electricity","26",""
"2017","Estonia","Number","Alternative Energy","35",""
"2017","Estonia","Number","Petrol (excluding hybrids)  ","17,991",""
"2017","Estonia","Number","Hybrid electric-petrol","1,186",""
"2017","Estonia","Number","Plug-in hybrid petrol-electric  ",":",""
"2017","Estonia","Number","Diesel (excluding hybrids)  ","6,408",""
"2017","Estonia","Number","Hybrid diesel-electric","1",""
"2017","Estonia","Number","Plug-in hybrid diesel-electric  ",":",""
"2017","Estonia","Number","Hydrogen and fuel cells ",":",""
"2017","Estonia","Number","Bioethanol",":",""
"2017","Estonia","Number","Biodiesel",":",""
"2017","Estonia","Number","Bi-fuel",":",""
"2017","Estonia","Number","Other",":",""
"2017","Ireland","Number","Petroleum products","40,798","d"
"2017","Ireland","Number","Liquefied petroleum gases (LPG)",":",""
"2017","Ireland","Number","Diesel","87,640","d"
"2017","Ireland","Number","Natural Gas",":",""
"2017","Ireland","Number","Electricity","631",""
"2017","Ireland","Number","Alternative Energy","5,444","d"
"2017","Ireland","Number","Petrol (excluding hybrids)  ","40,798","d"
"2017","Ireland","Number","Hybrid electric-petrol",":",""
"2017","Ireland","Number","Plug-in hybrid petrol-electric  ",":",""
"2017","Ireland","Number","Diesel (excluding hybrids)  ","87,640","d"
"2017","Ireland","Number","Hybrid diesel-electric",":",""
"2017","Ireland","Number","Plug-in hybrid diesel-electric  ",":",""
"2017","Ireland","Number","Hydrogen and fuel cells ",":",""
"2017","Ireland","Number","Bioethanol",":",""
"2017","Ireland","Number","Biodiesel",":",""
"2017","Ireland","Number","Bi-fuel",":",""
"2017","Ireland","Number","Other","4,813","d"
"2017","Spain","Number","Petroleum products","648,790",""
"2017","Spain","Number","Liquefied petroleum gases (LPG)","4,079",""
"2017","Spain","Number","Diesel","680,575",""
"2017","Spain","Number","Natural Gas","1,310",""
"2017","Spain","Number","Electricity","7,175",""
"2017","Spain","Number","Alternative Energy","12,646",""
"2017","Spain","Number","Petrol (excluding hybrids)  ","593,242",""
"2017","Spain","Number","Hybrid electric-petrol","55,220",""
"2017","Spain","Number","Plug-in hybrid petrol-electric  ","328",""
