time,country,motor,value
2017,Latvia,Plug-in hybrid petrol-electric,0
2017,Latvia,Diesel (excluding hybrids),7445
2017,Latvia,Hybrid diesel-electric,1
2017,Latvia,Plug-in hybrid diesel-electric,0
2017,Latvia,Hydrogen and fuel cells,0
2017,Latvia,Bioethanol,0
2017,Latvia,Biodiesel,0
2017,Latvia,Bi-fuel,0
2017,Latvia,Other,0
2017,Lithuania,Petroleum products,47486
2017,Lithuania,Liquefied petroleum gases (LPG),48
2017,Lithuania,Diesel,110328
2017,Lithuania,Natural Gas,0
2017,Lithuania,Electricity,283
2017,Lithuania,Alternative Energy,3301
2017,Lithuania,Petrol (excluding hybrids),44619
2017,Lithuania,Hybrid electric-petrol,0
2017,Lithuania,Plug-in hybrid petrol-electric,2867
2017,Lithuania,Diesel (excluding hybrids),110312
2017,Lithuania,Hybrid diesel-electric,0
2017,Lithuania,Plug-in hybrid diesel-electric,16
2017,Lithuania,Hydrogen and fuel cells,0
2017,Lithuania,Bioethanol,0
2017,Lithuania,Biodiesel,0
2017,Lithuania,Bi-fuel,0
2017,Lithuania,Other,2970
2017,Hungary,Petroleum products,148139
2017,Hungary,Liquefied petroleum gases (LPG),0
2017,Hungary,Diesel,113161
2017,Hungary,Natural Gas,135
2017,Hungary,Electricity,1262
2017,Hungary,Alternative Energy,10420
2017,Hungary,Petrol (excluding hybrids),148139
2017,Hungary,Hybrid electric-petrol,0
2017,Hungary,Plug-in hybrid petrol-electric,0
2017,Hungary,Diesel (excluding hybrids),113161
2017,Hungary,Hybrid diesel-electric,0
2017,Hungary,Plug-in hybrid diesel-electric,0
2017,Hungary,Hydrogen and fuel cells,0
2017,Hungary,Bioethanol,0
2017,Hungary,Biodiesel,0
2017,Hungary,Bi-fuel,1217
2017,Hungary,Other,7806
2017,Malta,Petroleum products,11766
2017,Malta,Liquefied petroleum gases (LPG),1
2017,Malta,Diesel,6865
2017,Malta,Natural Gas,0
2017,Malta,Electricity,53
2017,Malta,Alternative Energy,98
2017,Malta,Petrol (excluding hybrids),11494
2017,Malta,Hybrid electric-petrol,272
2017,Malta,Plug-in hybrid petrol-electric,0
2017,Malta,Diesel (excluding hybrids),6858
2017,Malta,Hybrid diesel-electric,7
2017,Malta,Plug-in hybrid diesel-electric,0
2017,Malta,Hydrogen and fuel cells,0
2017,Malta,Bioethanol,0
2017,Malta,Biodiesel,0
2017,Malta,Bi-fuel,44
2017,Malta,Other,0
2017,Netherlands,Petroleum products,331609
2017,Netherlands,Liquefied petroleum gases (LPG),1200
2017,Netherlands,Diesel,72267
2017,Netherlands,Natural Gas,1268
2017,Netherlands,Electricity,7958
2017,Netherlands,Alternative Energy,10433
2017,Netherlands,Petrol (excluding hybrids),0
2017,Netherlands,Hybrid electric-petrol,20733
2017,Netherlands,Plug-in hybrid petrol-electric,0
2017,Netherlands,Diesel (excluding hybrids),0
2017,Netherlands,Hybrid diesel-electric,0
2017,Netherlands,Plug-in hybrid diesel-electric,0
2017,Netherlands,Hydrogen and fuel cells,6
2017,Netherlands,Bioethanol,0
2017,Netherlands,Biodiesel,0
2017,Netherlands,Bi-fuel,0
2017,Netherlands,Other,1
2017,Austria,Petroleum products,171862
2017,Austria,Liquefied petroleum gases (LPG),0
2017,Austria,Diesel,175590
2017,Austria,Natural Gas,114
2017,Austria,Electricity,5433
2017,Austria,Alternative Energy,5868
2017,Austria,Petrol (excluding hybrids),163701
2017,Austria,Hybrid electric-petrol,6529
2017,Austria,Plug-in hybrid petrol-electric,1632
2017,Austria,Diesel (excluding hybrids),175458
2017,Austria,Hybrid diesel-electric,43
2017,Austria,Plug-in hybrid diesel-electric,89
2017,Austria,Hydrogen and fuel cells,0
2017,Austria,Bioethanol,0
2017,Austria,Biodiesel,0
2017,Austria,Bi-fuel,321
2017,Austria,Other,0
2017,Poland,Petroleum products,719727
2017,Poland,Liquefied petroleum gases (LPG),104376
2017,Poland,Diesel,500112
2017,Poland,Natural Gas,313
2017,Poland,Electricity,12179
2017,Poland,Alternative Energy,116948
2017,Poland,Petrol (excluding hybrids),719727
2017,Poland,Hybrid electric-petrol,0
2017,Poland,Plug-in hybrid petrol-electric,0
2017,Poland,Diesel (excluding hybrids),500112
2017,Poland,Hybrid diesel-electric,0
2017,Poland,Plug-in hybrid diesel-electric,0
2017,Poland,Hydrogen and fuel cells,36
2017,Poland,Bioethanol,11
2017,Poland,Biodiesel,0
2017,Poland,Bi-fuel,0
2017,Poland,Other,33
2017,Portugal,Petroleum products,78675
2017,Portugal,Liquefied petroleum gases (LPG),1795
2017,Portugal,Diesel,139106
2017,Portugal,Natural Gas,7
2017,Portugal,Electricity,1912
2017,Portugal,Alternative Energy,6248
2017,Portugal,Petrol (excluding hybrids),74356
2017,Portugal,Hybrid electric-petrol,4319
2017,Portugal,Plug-in hybrid petrol-electric,0
2017,Portugal,Diesel (excluding hybrids),138712
2017,Portugal,Hybrid diesel-electric,394
2017,Portugal,Plug-in hybrid diesel-electric,0
2017,Portugal,Hydrogen and fuel cells,0
2017,Portugal,Bioethanol,0
2017,Portugal,Biodiesel,0
2017,Portugal,Bi-fuel,0
2017,Portugal,Other,2534
2017,Romania,Petroleum products,199463
2017,Romania,Liquefied petroleum gases (LPG),1464
2017,Romania,Diesel,422731
2017,Romania,Natural Gas,424
2017,Romania,Electricity,3652
2017,Romania,Alternative Energy,5549
2017,Romania,Petrol (excluding hybrids),0
2017,Romania,Hybrid electric-petrol,0
2017,Romania,Plug-in hybrid petrol-electric,0
2017,Romania,Diesel (excluding hybrids),0
2017,Romania,Hybrid diesel-electric,0
2017,Romania,Plug-in hybrid diesel-electric,0
2017,Romania,Hydrogen and fuel cells,0
2017,Romania,Bioethanol,0
2017,Romania,Biodiesel,0
2017,Romania,Bi-fuel,0
2017,Romania,Other,9
2017,Slovenia,Petroleum products,38229
2017,Slovenia,Liquefied petroleum gases (LPG),335
2017,Slovenia,Diesel,32410
2017,Slovenia,Natural Gas,43
2017,Slovenia,Electricity,297
2017,Slovenia,Alternative Energy,1838
2017,Slovenia,Petrol (excluding hybrids),38229
2017,Slovenia,Hybrid electric-petrol,0
2017,Slovenia,Plug-in hybrid petrol-electric,0
2017,Slovenia,Diesel (excluding hybrids),32410
2017,Slovenia,Hybrid diesel-electric,0
2017,Slovenia,Plug-in hybrid diesel-electric,0
2017,Slovenia,Hydrogen and fuel cells,0
2017,Slovenia,Bioethanol,0
2017,Slovenia,Biodiesel,0
2017,Slovenia,Bi-fuel,0
2017,Slovenia,Other,1163
2017,Finland,Petroleum products,81435
2017,Finland,Liquefied petroleum gases (LPG),0
2017,Finland,Diesel,36216
2017,Finland,Natural Gas,65
2017,Finland,Electricity,502
2017,Finland,Alternative Energy,936
2017,Finland,Petrol (excluding hybrids),70522
2017,Finland,Hybrid electric-petrol,8512
2017,Finland,Plug-in hybrid petrol-electric,2401
2017,Finland,Diesel (excluding hybrids),36062
2017,Finland,Hybrid diesel-electric,2
2017,Finland,Plug-in hybrid diesel-electric,152
2017,Finland,Hydrogen and fuel cells,0
2017,Finland,Bioethanol,1
2017,Finland,Biodiesel,0
2017,Finland,Bi-fuel,368
2017,Finland,Other,0
2017,Sweden,Petroleum products,191048
2017,Sweden,Liquefied petroleum gases (LPG),0
2017,Sweden,Diesel,192191
2017,Sweden,Natural Gas,781
2017,Sweden,Electricity,4359
2017,Sweden,Alternative Energy,9477
2017,Sweden,Petrol (excluding hybrids),157794
2017,Sweden,Hybrid electric-petrol,18380
2017,Sweden,Plug-in hybrid petrol-electric,14874
2017,Sweden,Diesel (excluding hybrids),191059
2017,Sweden,Hybrid diesel-electric,17
2017,Sweden,Plug-in hybrid diesel-electric,1115
2017,Sweden,Hydrogen and fuel cells,14
2017,Sweden,Bioethanol,0
2017,Sweden,Biodiesel,0
2017,Sweden,Bi-fuel,3190
2017,Sweden,Other,1133
2017,United Kingdom,Petroleum products,1446500
2017,United Kingdom,Liquefied petroleum gases (LPG),0
2017,United Kingdom,Diesel,1049086
2017,United Kingdom,Natural Gas,3
2017,United Kingdom,Electricity,13727
2017,United Kingdom,Alternative Energy,13744
2017,United Kingdom,Petrol (excluding hybrids),1342152
2017,United Kingdom,Hybrid electric-petrol,70123
2017,United Kingdom,Plug-in hybrid petrol-electric,34225
2017,United Kingdom,Diesel (excluding hybrids),1047685
2017,United Kingdom,Hybrid diesel-electric,783
2017,United Kingdom,Plug-in hybrid diesel-electric,618
2017,United Kingdom,Hydrogen and fuel cells,35
2017,United Kingdom,Bioethanol,0
2017,United Kingdom,Biodiesel,0
2017,United Kingdom,Bi-fuel,11
2017,United Kingdom,Other,3
2017,Liechtenstein,Petroleum products,0
2017,Liechtenstein,Liquefied petroleum gases (LPG),0
2017,Liechtenstein,Diesel,0
2017,Liechtenstein,Natural Gas,0
2017,Liechtenstein,Electricity,0
2017,Liechtenstein,Alternative Energy,0
2017,Liechtenstein,Petrol (excluding hybrids),0
2017,Liechtenstein,Hybrid electric-petrol,0
2017,Liechtenstein,Plug-in hybrid petrol-electric,0
2017,Liechtenstein,Diesel (excluding hybrids),0
2017,Liechtenstein,Hybrid diesel-electric,0
2017,Liechtenstein,Plug-in hybrid diesel-electric,0
2017,Liechtenstein,Hydrogen and fuel cells,0
2017,Liechtenstein,Bioethanol,0
2017,Liechtenstein,Biodiesel,0
2017,Liechtenstein,Bi-fuel,0
2017,Liechtenstein,Other,0
2017,Norway,Petroleum products,95077
2017,Norway,Liquefied petroleum gases (LPG),0
2017,Norway,Diesel,46970
2017,Norway,Natural Gas,37
2017,Norway,Electricity,41583
2017,Norway,Alternative Energy,41681
2017,Norway,Petrol (excluding hybrids),43093
2017,Norway,Hybrid electric-petrol,21105
2017,Norway,Plug-in hybrid petrol-electric,30879
2017,Norway,Diesel (excluding hybrids),44349
2017,Norway,Hybrid diesel-electric,30
2017,Norway,Plug-in hybrid diesel-electric,2591
2017,Norway,Hydrogen and fuel cells,56
2017,Norway,Bioethanol,0
2017,Norway,Biodiesel,0
2017,Norway,Bi-fuel,0
2017,Norway,Other,5
2017,Switzerland,Petroleum products,195200
2017,Switzerland,Liquefied petroleum gases (LPG),0
2017,Switzerland,Diesel,114100
2017,Switzerland,Natural Gas,100
2017,Switzerland,Electricity,4900
2017,Switzerland,Alternative Energy,5700
2017,Switzerland,Petrol (excluding hybrids),183600
2017,Switzerland,Hybrid electric-petrol,11600
2017,Switzerland,Plug-in hybrid petrol-electric,0
2017,Switzerland,Diesel (excluding hybrids),113800
2017,Switzerland,Hybrid diesel-electric,300
2017,Switzerland,Plug-in hybrid diesel-electric,0
2017,Switzerland,Hydrogen and fuel cells,0
2017,Switzerland,Bioethanol,0
2017,Switzerland,Biodiesel,0
2017,Switzerland,Bi-fuel,600
2017,Switzerland,Other,100
2017,North Macedonia,Petroleum products,0
2017,North Macedonia,Liquefied petroleum gases (LPG),0
2017,North Macedonia,Diesel,0
2017,North Macedonia,Natural Gas,0
2017,North Macedonia,Electricity,0
2017,North Macedonia,Alternative Energy,0
2017,North Macedonia,Petrol (excluding hybrids),0
2017,North Macedonia,Hybrid electric-petrol,0
2017,North Macedonia,Plug-in hybrid petrol-electric,0
2017,North Macedonia,Diesel (excluding hybrids),0
2017,North Macedonia,Hybrid diesel-electric,0
2017,North Macedonia,Plug-in hybrid diesel-electric,0
2017,North Macedonia,Hydrogen and fuel cells,0
2017,North Macedonia,Bioethanol,0
2017,North Macedonia,Biodiesel,0
2017,North Macedonia,Bi-fuel,0
2017,North Macedonia,Other,0
2017,Turkey,Petroleum products,259325
2017,Turkey,Liquefied petroleum gases (LPG),25391
2017,Turkey,Diesel,457069
2017,Turkey,Natural Gas,0
2017,Turkey,Electricity,117
2017,Turkey,Alternative Energy,25508
2017,Turkey,Petrol (excluding hybrids),258940
2017,Turkey,Hybrid electric-petrol,385
2017,Turkey,Plug-in hybrid petrol-electric,0
2017,Turkey,Diesel (excluding hybrids),457060
2017,Turkey,Hybrid diesel-electric,9
2017,Turkey,Plug-in hybrid diesel-electric,0
2017,Turkey,Hydrogen and fuel cells,0
2017,Turkey,Bioethanol,0
2017,Turkey,Biodiesel,0
2017,Turkey,Bi-fuel,0
2017,Turkey,Other,0
