"GEO","TIME","UNIT","NA_ITEM","Value","Flag and Footnotes"
"Slovakia","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","71,253.4",""
"Slovakia","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.713",""
"Slovakia","2013","Current prices, million euro","Gross domestic product at market prices","74,217.3",""
"Slovakia","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","71,719.9",""
"Slovakia","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.565",""
"Slovakia","2014","Current prices, million euro","Gross domestic product at market prices","76,092.7",""
"Slovakia","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","73,673.8",""
"Slovakia","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.176",""
"Slovakia","2015","Current prices, million euro","Gross domestic product at market prices","79,888.1",""
"Slovakia","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","77,516.4",""
"Slovakia","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","115.362",""
"Slovakia","2016","Current prices, million euro","Gross domestic product at market prices","81,014.3",""
"Slovakia","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","79,013.8",""
"Slovakia","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.800",""
"Slovakia","2017","Current prices, million euro","Gross domestic product at market prices","84,442.9",""
"Slovakia","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","81,368.5",""
"Slovakia","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","123.308",""
"Slovakia","2018","Current prices, million euro","Gross domestic product at market prices","89,430.0",""
"Slovakia","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","84,456.0",""
"Slovakia","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","126.520",""
"Slovakia","2019","Current prices, million euro","Gross domestic product at market prices","94,048.0",""
"Slovakia","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","86,656.4",""
"Slovakia","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.005",""
"Slovakia","2020","Current prices, million euro","Gross domestic product at market prices","92,079.3",""
"Slovakia","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","82,879.2",""
"Slovakia","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","124.660",""
"Slovakia","2021","Current prices, million euro","Gross domestic product at market prices","97,122.5",""
"Slovakia","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","85,382.6",""
"Finland","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Finland","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Finland","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Finland","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Finland","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Finland","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Finland","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Finland","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Finland","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Finland","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Finland","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Finland","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Finland","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Finland","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Finland","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Finland","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices","48.935",""
"Finland","1980","Current prices, million euro","Gross domestic product at market prices","38,690.3",""
"Finland","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices","92,067.1",""
"Finland","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices","49.579",""
"Finland","1981","Current prices, million euro","Gross domestic product at market prices","47,222.4",""
"Finland","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices","93,278.6",""
"Finland","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices","51.120",""
"Finland","1982","Current prices, million euro","Gross domestic product at market prices","54,064.9",""
"Finland","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices","96,177.8",""
"Finland","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices","52.713",""
"Finland","1983","Current prices, million euro","Gross domestic product at market prices","57,378.7",""
"Finland","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices","99,175.2",""
"Finland","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices","54.419",""
"Finland","1984","Current prices, million euro","Gross domestic product at market prices","67,284.8",""
"Finland","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices","102,386.2",""
"Finland","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices","56.351",""
"Finland","1985","Current prices, million euro","Gross domestic product at market prices","73,773.4",""
"Finland","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices","106,019.8",""
"Finland","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices","57.903",""
"Finland","1986","Current prices, million euro","Gross domestic product at market prices","74,854.4",""
"Finland","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices","108,941.3",""
"Finland","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices","59.973",""
"Finland","1987","Current prices, million euro","Gross domestic product at market prices","79,488.1",""
"Finland","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices","112,835.8",""
"Finland","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices","63.102",""
"Finland","1988","Current prices, million euro","Gross domestic product at market prices","92,276.1",""
"Finland","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices","118,722.6",""
"Finland","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices","66.312",""
"Finland","1989","Current prices, million euro","Gross domestic product at market prices","108,126.9",""
"Finland","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices","124,762.2",""
"Finland","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices","66.757",""
"Finland","1990","Current prices, million euro","Gross domestic product at market prices","111,394.9",""
"Finland","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices","125,598.4",""
"Finland","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices","62.827",""
"Finland","1991","Current prices, million euro","Gross domestic product at market prices","103,292.1",""
"Finland","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices","118,205.3",""
"Finland","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices","60.757",""
"Finland","1992","Current prices, million euro","Gross domestic product at market prices","86,806.9",""
"Finland","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices","114,310.8",""
"Finland","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices","60.355",""
"Finland","1993","Current prices, million euro","Gross domestic product at market prices","76,101.5",""
"Finland","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices","113,554.1",""
"Finland","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices","62.747",""
"Finland","1994","Current prices, million euro","Gross domestic product at market prices","87,157.1",""
"Finland","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices","118,054.3",""
"Finland","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","65.393",""
"Finland","1995","Current prices, million euro","Gross domestic product at market prices","102,643.6",""
"Finland","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","123,032.5",""
"Finland","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","67.791",""
"Finland","1996","Current prices, million euro","Gross domestic product at market prices","104,142.2",""
"Finland","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","127,544.3",""
"Finland","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","72.085",""
"Finland","1997","Current prices, million euro","Gross domestic product at market prices","112,033.4",""
"Finland","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","135,622.7",""
"Finland","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","76.019",""
"Finland","1998","Current prices, million euro","Gross domestic product at market prices","119,733.4",""
"Finland","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","143,023.9",""
"Finland","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","79.348",""
"Finland","1999","Current prices, million euro","Gross domestic product at market prices","126,916.0",""
"Finland","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","149,287.7",""
"Finland","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","83.929",""
"Finland","2000","Current prices, million euro","Gross domestic product at market prices","136,442.0",""
"Finland","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","157,906.6",""
"Finland","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","86.120",""
"Finland","2001","Current prices, million euro","Gross domestic product at market prices","144,628.0",""
"Finland","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","162,028.0",""
"Finland","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","87.590",""
"Finland","2002","Current prices, million euro","Gross domestic product at market prices","148,486.0",""
"Finland","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","164,794.1",""
"Finland","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.345",""
"Finland","2003","Current prices, million euro","Gross domestic product at market prices","151,749.0",""
"Finland","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","168,096.2",""
"Finland","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","92.912",""
"Finland","2004","Current prices, million euro","Gross domestic product at market prices","158,758.0",""
"Finland","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","174,806.8",""
"Finland","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.494",""
"Finland","2005","Current prices, million euro","Gross domestic product at market prices","164,687.0",""
"Finland","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","179,666.1",""
"Finland","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.340",""
"Finland","2006","Current prices, million euro","Gross domestic product at market prices","172,897.0",""
"Finland","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","186,902.0",""
"Finland","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.605",""
"Finland","2007","Current prices, million euro","Gross domestic product at market prices","187,072.0",""
"Finland","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","196,806.6",""
"Finland","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.425",""
"Finland","2008","Current prices, million euro","Gross domestic product at market prices","194,265.0",""
"Finland","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","198,349.5",""
"Finland","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.912",""
"Finland","2009","Current prices, million euro","Gross domestic product at market prices","181,747.0",""
"Finland","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","182,333.9",""
"Finland","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"Finland","2010","Current prices, million euro","Gross domestic product at market prices","188,143.0",""
"Finland","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","188,143.0",""
"Finland","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.548",""
"Finland","2011","Current prices, million euro","Gross domestic product at market prices","197,998.0",""
"Finland","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","192,936.3",""
"Finland","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.115",""
"Finland","2012","Current prices, million euro","Gross domestic product at market prices","201,037.0",""
"Finland","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","190,239.9",""
"Finland","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.203",""
"Finland","2013","Current prices, million euro","Gross domestic product at market prices","204,321.0",""
"Finland","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","188,524.5",""
"Finland","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.837",""
"Finland","2014","Current prices, million euro","Gross domestic product at market prices","206,897.0",""
"Finland","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","187,836.6",""
"Finland","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.380",""
"Finland","2015","Current prices, million euro","Gross domestic product at market prices","211,385.0",""
"Finland","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","188,857.7",""
"Finland","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.202",""
"Finland","2016","Current prices, million euro","Gross domestic product at market prices","217,518.0",""
"Finland","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","194,167.4",""
"Finland","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.497",""
"Finland","2017","Current prices, million euro","Gross domestic product at market prices","226,301.0",""
"Finland","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","200,366.0",""
"Finland","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.713",""
"Finland","2018","Current prices, million euro","Gross domestic product at market prices","233,468.0",""
"Finland","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","202,654.1",""
"Finland","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","109.028",""
"Finland","2019","Current prices, million euro","Gross domestic product at market prices","239,852.0",""
"Finland","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","205,128.0",""
"Finland","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.521",""
"Finland","2020","Current prices, million euro","Gross domestic product at market prices","237,995.0",""
"Finland","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","200,411.6",""
"Finland","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.222",""
"Finland","2021","Current prices, million euro","Gross domestic product at market prices","252,934.0",""
"Finland","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","207,375.0",""
"Sweden","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1986","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1986","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1986","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1987","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1987","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1987","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1988","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1988","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1988","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1989","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1989","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1989","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1990","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1990","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1990","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1991","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1991","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1991","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1992","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Sweden","1992","Current prices, million euro","Gross domestic product at market prices",":",""
"Sweden","1992","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Sweden","1993","Chain linked volumes, index 2010=100","Gross domestic product at market prices","62.416",""
"Sweden","1993","Current prices, million euro","Gross domestic product at market prices","181,713.6",""
"Sweden","1993","Chain linked volumes (2010), million euro","Gross domestic product at market prices","233,869.3",""
"Sweden","1994","Chain linked volumes, index 2010=100","Gross domestic product at market prices","64.869",""
"Sweden","1994","Current prices, million euro","Gross domestic product at market prices","192,863.0",""
"Sweden","1994","Chain linked volumes (2010), million euro","Gross domestic product at market prices","243,060.3",""
"Sweden","1995","Chain linked volumes, index 2010=100","Gross domestic product at market prices","67.422",""
"Sweden","1995","Current prices, million euro","Gross domestic product at market prices","204,328.5",""
"Sweden","1995","Chain linked volumes (2010), million euro","Gross domestic product at market prices","252,625.2",""
"Sweden","1996","Chain linked volumes, index 2010=100","Gross domestic product at market prices","68.486",""
"Sweden","1996","Current prices, million euro","Gross domestic product at market prices","229,771.3",""
"Sweden","1996","Chain linked volumes (2010), million euro","Gross domestic product at market prices","256,615.3",""
"Sweden","1997","Chain linked volumes, index 2010=100","Gross domestic product at market prices","70.589",""
"Sweden","1997","Current prices, million euro","Gross domestic product at market prices","236,645.7",""
"Sweden","1997","Chain linked volumes (2010), million euro","Gross domestic product at market prices","264,494.7",""
"Sweden","1998","Chain linked volumes, index 2010=100","Gross domestic product at market prices","73.633",""
"Sweden","1998","Current prices, million euro","Gross domestic product at market prices","241,468.1",""
"Sweden","1998","Chain linked volumes (2010), million euro","Gross domestic product at market prices","275,899.3",""
"Sweden","1999","Chain linked volumes, index 2010=100","Gross domestic product at market prices","76.760",""
"Sweden","1999","Current prices, million euro","Gross domestic product at market prices","257,109.7",""
"Sweden","1999","Chain linked volumes (2010), million euro","Gross domestic product at market prices","287,617.3",""
"Sweden","2000","Chain linked volumes, index 2010=100","Gross domestic product at market prices","80.419",""
"Sweden","2000","Current prices, million euro","Gross domestic product at market prices","285,150.3",""
"Sweden","2000","Chain linked volumes (2010), million euro","Gross domestic product at market prices","301,326.1",""
"Sweden","2001","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.585",""
"Sweden","2001","Current prices, million euro","Gross domestic product at market prices","270,524.5",""
"Sweden","2001","Chain linked volumes (2010), million euro","Gross domestic product at market prices","305,693.8",""
"Sweden","2002","Chain linked volumes, index 2010=100","Gross domestic product at market prices","83.377",""
"Sweden","2002","Current prices, million euro","Gross domestic product at market prices","283,627.1",""
"Sweden","2002","Chain linked volumes (2010), million euro","Gross domestic product at market prices","312,409.7",""
"Sweden","2003","Chain linked volumes, index 2010=100","Gross domestic product at market prices","85.303",""
"Sweden","2003","Current prices, million euro","Gross domestic product at market prices","296,305.5",""
"Sweden","2003","Chain linked volumes (2010), million euro","Gross domestic product at market prices","319,625.7",""
"Sweden","2004","Chain linked volumes, index 2010=100","Gross domestic product at market prices","89.002",""
"Sweden","2004","Current prices, million euro","Gross domestic product at market prices","310,182.0",""
"Sweden","2004","Chain linked volumes (2010), million euro","Gross domestic product at market prices","333,487.4",""
"Sweden","2005","Chain linked volumes, index 2010=100","Gross domestic product at market prices","91.547",""
"Sweden","2005","Current prices, million euro","Gross domestic product at market prices","315,774.8",""
"Sweden","2005","Chain linked volumes (2010), million euro","Gross domestic product at market prices","343,021.2",""
"Sweden","2006","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.815",""
"Sweden","2006","Current prices, million euro","Gross domestic product at market prices","337,317.2",""
"Sweden","2006","Chain linked volumes (2010), million euro","Gross domestic product at market prices","359,015.5",""
"Sweden","2007","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.111",""
"Sweden","2007","Current prices, million euro","Gross domestic product at market prices","358,945.1",""
"Sweden","2007","Chain linked volumes (2010), million euro","Gross domestic product at market prices","371,362.8",""
"Sweden","2008","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.664",""
"Sweden","2008","Current prices, million euro","Gross domestic product at market prices","354,881.1",""
"Sweden","2008","Chain linked volumes (2010), million euro","Gross domestic product at market prices","369,689.6",""
"Sweden","2009","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.382",""
"Sweden","2009","Current prices, million euro","Gross domestic product at market prices","314,637.5",""
"Sweden","2009","Chain linked volumes (2010), million euro","Gross domestic product at market prices","353,645.9",""
"Sweden","2010","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.000",""
"Sweden","2010","Current prices, million euro","Gross domestic product at market prices","374,695.2",""
"Sweden","2010","Chain linked volumes (2010), million euro","Gross domestic product at market prices","374,695.2",""
"Sweden","2011","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.195",""
"Sweden","2011","Current prices, million euro","Gross domestic product at market prices","412,844.7",""
"Sweden","2011","Chain linked volumes (2010), million euro","Gross domestic product at market prices","386,668.0",""
"Sweden","2012","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.588",""
"Sweden","2012","Current prices, million euro","Gross domestic product at market prices","430,037.1",""
"Sweden","2012","Chain linked volumes (2010), million euro","Gross domestic product at market prices","384,393.2",""
"Sweden","2013","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.807",""
"Sweden","2013","Current prices, million euro","Gross domestic product at market prices","441,850.7",""
"Sweden","2013","Chain linked volumes (2010), million euro","Gross domestic product at market prices","388,959.0",""
"Sweden","2014","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.566",""
"Sweden","2014","Current prices, million euro","Gross domestic product at market prices","438,833.9",""
"Sweden","2014","Chain linked volumes (2010), million euro","Gross domestic product at market prices","399,296.7",""
"Sweden","2015","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.350",""
"Sweden","2015","Current prices, million euro","Gross domestic product at market prices","455,494.7",""
"Sweden","2015","Chain linked volumes (2010), million euro","Gross domestic product at market prices","417,222.3",""
"Sweden","2016","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.655",""
"Sweden","2016","Current prices, million euro","Gross domestic product at market prices","466,266.5",""
"Sweden","2016","Chain linked volumes (2010), million euro","Gross domestic product at market prices","425,861.2",""
"Sweden","2017","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.574",""
"Sweden","2017","Current prices, million euro","Gross domestic product at market prices","480,025.5",""
"Sweden","2017","Chain linked volumes (2010), million euro","Gross domestic product at market prices","436,797.0",""
"Sweden","2018","Chain linked volumes, index 2010=100","Gross domestic product at market prices","118.847",""
"Sweden","2018","Current prices, million euro","Gross domestic product at market prices","470,673.1",""
"Sweden","2018","Chain linked volumes (2010), million euro","Gross domestic product at market prices","445,314.7",""
"Sweden","2019","Chain linked volumes, index 2010=100","Gross domestic product at market prices","121.208",""
"Sweden","2019","Current prices, million euro","Gross domestic product at market prices","476,869.5",""
"Sweden","2019","Chain linked volumes (2010), million euro","Gross domestic product at market prices","454,159.5",""
"Sweden","2020","Chain linked volumes, index 2010=100","Gross domestic product at market prices","117.639",""
"Sweden","2020","Current prices, million euro","Gross domestic product at market prices","475,666.1",""
"Sweden","2020","Chain linked volumes (2010), million euro","Gross domestic product at market prices","440,788.2",""
"Sweden","2021","Chain linked volumes, index 2010=100","Gross domestic product at market prices","123.287",""
"Sweden","2021","Current prices, million euro","Gross domestic product at market prices","530,356.6",""
"Sweden","2021","Chain linked volumes (2010), million euro","Gross domestic product at market prices","461,948.7",""
"Iceland","1975","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1975","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1975","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1976","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1976","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1976","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1977","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1977","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1977","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1978","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1978","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1978","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1979","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1979","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1979","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1980","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1980","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1980","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1981","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1981","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1981","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1982","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1982","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1982","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1983","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1983","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1983","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1984","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1984","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1984","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
"Iceland","1985","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":",""
"Iceland","1985","Current prices, million euro","Gross domestic product at market prices",":",""
"Iceland","1985","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":",""
